JTreeSet; STreeSet
1482.0; 783.0
1483.0; 782.0
1479.0; 781.0
1483.0; 786.0
1482.0; 777.0
1477.0; 791.0
1480.0; 784.0
1471.0; 786.0
1475.0; 776.0
1474.0; 776.0
1470.0; 781.0
1471.0; 784.0
1470.0; 785.0
1477.0; 781.0
1469.0; 789.0
1472.0; 786.0
1476.0; 782.0
1477.0; 784.0
1469.0; 783.0
1464.0; 781.0
1469.0; 780.0
1476.0; 781.0
1475.0; 749.0
1473.0; 760.0
1472.0; 771.0
1470.0; 777.0
1473.0; 775.0
1476.0; 782.0
1473.0; 777.0
1441.0; 779.0
