JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
39608.0; 48608.0; 34936.0; 134946.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48609.0; 34936.0; 134921.0; 8113374.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113368.0
39608.0; 48608.0; 34936.0; 134920.0; 8113398.0
39608.0; 48608.0; 34936.0; 134920.0; 8113408.0
39608.0; 48608.0; 34936.0; 134920.0; 8113408.0
39608.0; 48608.0; 34936.0; 134920.0; 8113408.0
39608.0; 48608.0; 34936.0; 134920.0; 8113408.0
