JTreeSet; STreeSet
946.0; 334.0
945.0; 334.0
944.0; 333.0
944.0; 334.0
943.0; 334.0
942.0; 334.0
944.0; 320.0
940.0; 321.0
944.0; 321.0
941.0; 321.0
942.0; 322.0
941.0; 322.0
942.0; 318.0
926.0; 328.0
938.0; 326.0
934.0; 334.0
937.0; 334.0
936.0; 333.0
935.0; 331.0
936.0; 333.0
918.0; 332.0
915.0; 331.0
932.0; 333.0
931.0; 333.0
932.0; 334.0
932.0; 333.0
932.0; 333.0
932.0; 334.0
932.0; 331.0
933.0; 333.0
