JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
4227.0; 4813.0; 3754.0; 1351.0; 838.0; 786.0
4206.0; 4850.0; 3747.0; 1352.0; 838.0; 789.0
4217.0; 4843.0; 3743.0; 1353.0; 835.0; 789.0
4224.0; 4834.0; 3750.0; 1350.0; 838.0; 788.0
4217.0; 4861.0; 3752.0; 1350.0; 835.0; 789.0
4238.0; 4850.0; 3740.0; 1353.0; 837.0; 789.0
4230.0; 4854.0; 3751.0; 1352.0; 836.0; 789.0
4233.0; 4862.0; 3768.0; 1352.0; 836.0; 788.0
4227.0; 4842.0; 3767.0; 1355.0; 836.0; 788.0
4237.0; 4863.0; 3767.0; 1355.0; 838.0; 791.0
