JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
40344.0; 58944.0; 38512.0; 55104.0; 691376.0
40344.0; 58944.0; 38512.0; 55104.0; 691376.0
40344.0; 58944.0; 38512.0; 55104.0; 691376.0
40344.0; 58944.0; 38512.0; 55104.0; 691376.0
40344.0; 58944.0; 38512.0; 55104.0; 691376.0
40344.0; 58944.0; 38512.0; 55104.0; 691376.0
40344.0; 58944.0; 38512.0; 55104.0; 691376.0
40344.0; 58944.0; 38512.0; 55104.0; 691376.0
40344.0; 58944.0; 38512.0; 55104.0; 691376.0
40344.0; 58944.0; 38512.0; 55104.0; 691376.0
