JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
4221.0; 4842.0; 3719.0; 1472.0; 892.0; 686.0
4200.0; 4870.0; 3715.0; 1469.0; 894.0; 684.0
4202.0; 4883.0; 3716.0; 1472.0; 895.0; 686.0
4216.0; 4879.0; 3709.0; 1471.0; 892.0; 685.0
4215.0; 4901.0; 3707.0; 1471.0; 894.0; 686.0
4264.0; 4892.0; 3701.0; 1469.0; 892.0; 683.0
4238.0; 4894.0; 3700.0; 1466.0; 893.0; 686.0
4224.0; 4878.0; 3711.0; 1468.0; 894.0; 685.0
4232.0; 4908.0; 3721.0; 1465.0; 896.0; 685.0
4233.0; 4901.0; 3709.0; 1462.0; 894.0; 684.0
