JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
11533.0; 7322.0; 11522.0; 6938.0; 3415.0
11526.0; 7357.0; 11522.0; 6940.0; 3432.0
11152.0; 7336.0; 11507.0; 6970.0; 3404.0
11545.0; 7351.0; 11515.0; 6985.0; 3426.0
11484.0; 7351.0; 11507.0; 6978.0; 3426.0
11551.0; 7352.0; 11502.0; 6993.0; 3430.0
11542.0; 7350.0; 11503.0; 6987.0; 3431.0
11545.0; 7351.0; 11522.0; 6971.0; 3436.0
11540.0; 7350.0; 11499.0; 6980.0; 3437.0
11533.0; 7364.0; 11475.0; 6980.0; 3441.0
