JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
189424.0; 189699.0; 123412.0; 27372.0; 25703.0; 22187.0
188557.0; 188128.0; 123314.0; 27527.0; 25707.0; 22196.0
188075.0; 190783.0; 121376.0; 27334.0; 25731.0; 22208.0
188013.0; 190957.0; 122945.0; 27359.0; 25739.0; 22181.0
187923.0; 190869.0; 124110.0; 27469.0; 25673.0; 22237.0
189293.0; 191009.0; 123740.0; 27444.0; 25643.0; 22191.0
189332.0; 191703.0; 123354.0; 27400.0; 25719.0; 22066.0
188847.0; 190808.0; 122935.0; 27439.0; 25673.0; 22123.0
189279.0; 191273.0; 123186.0; 27377.0; 25699.0; 22151.0
187933.0; 189355.0; 122943.0; 27429.0; 25659.0; 22238.0
