JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
4253.0; 5160.0; 3785.0; 1470.0; 823.0; 694.0
4253.0; 5170.0; 3786.0; 1469.0; 823.0; 693.0
4246.0; 5173.0; 3777.0; 1465.0; 825.0; 693.0
4252.0; 5183.0; 3770.0; 1462.0; 823.0; 693.0
4258.0; 5175.0; 3777.0; 1462.0; 822.0; 693.0
4267.0; 5163.0; 3778.0; 1468.0; 823.0; 693.0
4269.0; 5185.0; 3777.0; 1466.0; 822.0; 693.0
4278.0; 5202.0; 3793.0; 1463.0; 823.0; 693.0
4279.0; 5176.0; 3794.0; 1470.0; 822.0; 693.0
4277.0; 5204.0; 3798.0; 1461.0; 823.0; 694.0
