JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
4324.0; 5498.0; 3863.0; 1462.0; 795.0; 703.0
4374.0; 5490.0; 3859.0; 1461.0; 793.0; 702.0
4365.0; 5490.0; 3848.0; 1460.0; 795.0; 704.0
4377.0; 5495.0; 3860.0; 1462.0; 795.0; 702.0
4383.0; 5490.0; 3865.0; 1462.0; 793.0; 703.0
4381.0; 5513.0; 3862.0; 1468.0; 792.0; 703.0
4384.0; 5510.0; 3860.0; 1468.0; 792.0; 702.0
4396.0; 5503.0; 3888.0; 1464.0; 792.0; 700.0
4390.0; 5515.0; 3899.0; 1463.0; 794.0; 702.0
4396.0; 5508.0; 3881.0; 1466.0; 794.0; 702.0
