JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
384314.0; 374821.0; 117996.0; 233118.0; 148615.0; 55113.0
394945.0; 375335.0; 117388.0; 219210.0; 151382.0; 55952.0
395213.0; 375579.0; 117753.0; 229900.0; 157940.0; 56281.0
396012.0; 373234.0; 118088.0; 231169.0; 158194.0; 56420.0
395761.0; 374638.0; 118091.0; 231209.0; 158120.0; 56187.0
394984.0; 375026.0; 118098.0; 228718.0; 157931.0; 56146.0
395119.0; 376409.0; 117662.0; 228268.0; 158009.0; 56332.0
397562.0; 375824.0; 117995.0; 230040.0; 157955.0; 56343.0
396588.0; 374625.0; 117821.0; 227786.0; 158057.0; 56420.0
397527.0; 375215.0; 117626.0; 230962.0; 157896.0; 56257.0
