JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
36418.0; 35963.0; 33650.0; 27028.0; 24961.0; 23956.0
36477.0; 35984.0; 34288.0; 26833.0; 25007.0; 24176.0
36533.0; 35994.0; 34602.0; 26872.0; 24918.0; 24160.0
36459.0; 35974.0; 34452.0; 27058.0; 24987.0; 24122.0
36531.0; 36018.0; 34505.0; 26995.0; 25028.0; 24191.0
36507.0; 35958.0; 34695.0; 27004.0; 24955.0; 24095.0
36490.0; 36036.0; 34594.0; 26940.0; 24955.0; 24090.0
36537.0; 36086.0; 34550.0; 26977.0; 24846.0; 24202.0
36540.0; 35994.0; 34466.0; 27059.0; 24926.0; 24043.0
36589.0; 36005.0; 34543.0; 26892.0; 24950.0; 24093.0
