JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
34229.0; 34216.0; 30361.0; 26203.0; 24102.0; 21477.0
34780.0; 34766.0; 30453.0; 26243.0; 24238.0; 20936.0
35146.0; 35085.0; 31016.0; 26252.0; 24228.0; 21597.0
35066.0; 35064.0; 31070.0; 26267.0; 24325.0; 21544.0
35099.0; 35100.0; 31020.0; 26275.0; 24204.0; 21575.0
35159.0; 35153.0; 31011.0; 26230.0; 24217.0; 21524.0
35149.0; 34990.0; 31099.0; 26277.0; 24194.0; 21520.0
35150.0; 35012.0; 31085.0; 26254.0; 24215.0; 21597.0
35194.0; 35022.0; 31030.0; 26206.0; 24178.0; 21570.0
35142.0; 35111.0; 30995.0; 26282.0; 24214.0; 21637.0
