JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
4615.0; 5771.0; 4010.0; 1439.0; 801.0; 584.0
4637.0; 5779.0; 3992.0; 1438.0; 797.0; 582.0
4608.0; 5781.0; 4019.0; 1440.0; 798.0; 583.0
4617.0; 5812.0; 4012.0; 1440.0; 800.0; 583.0
4639.0; 5813.0; 4009.0; 1439.0; 798.0; 584.0
4647.0; 5801.0; 4005.0; 1440.0; 797.0; 584.0
4621.0; 5807.0; 4025.0; 1443.0; 797.0; 584.0
4629.0; 5812.0; 4017.0; 1448.0; 798.0; 584.0
4633.0; 5777.0; 4027.0; 1445.0; 798.0; 583.0
4597.0; 5799.0; 4031.0; 1445.0; 800.0; 583.0
