JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
5228.0; 5579.0; 5429.0; 3395.0; 1944.0; 2640.0
5245.0; 5591.0; 5411.0; 3406.0; 1945.0; 2633.0
5207.0; 5605.0; 5388.0; 3391.0; 1947.0; 2635.0
5220.0; 5590.0; 5460.0; 3397.0; 1949.0; 2637.0
5222.0; 5588.0; 5459.0; 3408.0; 1947.0; 2630.0
5229.0; 5636.0; 5466.0; 3392.0; 1944.0; 2640.0
5267.0; 5614.0; 5470.0; 3398.0; 1947.0; 2642.0
5244.0; 5606.0; 5470.0; 3389.0; 1943.0; 2634.0
5269.0; 5640.0; 5461.0; 3400.0; 1960.0; 2639.0
5245.0; 5658.0; 5472.0; 3392.0; 1869.0; 2639.0
5241.0; 5633.0; 5378.0; 3394.0; 1871.0; 2638.0
5247.0; 5628.0; 5383.0; 3386.0; 1945.0; 2641.0
5279.0; 5627.0; 5473.0; 3403.0; 1941.0; 2641.0
5232.0; 5618.0; 5466.0; 3392.0; 1944.0; 2637.0
5242.0; 5625.0; 5470.0; 3398.0; 1947.0; 2634.0
5279.0; 5606.0; 5456.0; 3393.0; 1903.0; 2635.0
5258.0; 5641.0; 5466.0; 3389.0; 1942.0; 2637.0
5256.0; 5589.0; 5477.0; 3399.0; 1944.0; 2638.0
5256.0; 5630.0; 5435.0; 3393.0; 1944.0; 2642.0
5234.0; 5602.0; 5456.0; 3396.0; 1941.0; 2639.0
5263.0; 5606.0; 5459.0; 3384.0; 1947.0; 2634.0
5232.0; 5625.0; 5449.0; 3402.0; 1947.0; 2638.0
5250.0; 5639.0; 5455.0; 3401.0; 1955.0; 2632.0
5271.0; 5640.0; 5474.0; 3385.0; 1943.0; 2637.0
5247.0; 5619.0; 5467.0; 3394.0; 1944.0; 2641.0
5248.0; 5625.0; 5471.0; 3391.0; 1948.0; 2643.0
5261.0; 5642.0; 5470.0; 3389.0; 1942.0; 2637.0
5231.0; 5587.0; 5478.0; 3406.0; 1941.0; 2637.0
5201.0; 5614.0; 5458.0; 3394.0; 1947.0; 2638.0
5242.0; 5605.0; 5473.0; 3395.0; 1945.0; 2637.0
