JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
34628.0; 34680.0; 29290.0; 25083.0; 17873.0; 18734.0
35397.0; 35009.0; 28889.0; 25102.0; 17875.0; 18774.0
35745.0; 35688.0; 28783.0; 25067.0; 17889.0; 18858.0
35620.0; 35546.0; 29377.0; 25094.0; 17870.0; 18824.0
35822.0; 35695.0; 29290.0; 25049.0; 17899.0; 18912.0
35704.0; 35657.0; 29185.0; 25106.0; 17902.0; 18893.0
35600.0; 35536.0; 29095.0; 25068.0; 17902.0; 18943.0
35891.0; 35712.0; 29160.0; 25059.0; 17941.0; 18882.0
35713.0; 35540.0; 29056.0; 25084.0; 17905.0; 18874.0
35782.0; 35834.0; 29228.0; 25051.0; 17881.0; 18916.0
35495.0; 35654.0; 28759.0; 25094.0; 17916.0; 18813.0
35323.0; 35700.0; 28737.0; 25038.0; 17721.0; 18836.0
35713.0; 35600.0; 29053.0; 25075.0; 17739.0; 18856.0
35890.0; 35398.0; 29208.0; 25115.0; 17507.0; 18793.0
35790.0; 35619.0; 29353.0; 25091.0; 17724.0; 18844.0
35466.0; 35449.0; 29217.0; 25061.0; 17877.0; 18789.0
35751.0; 35645.0; 29116.0; 25071.0; 17508.0; 18740.0
35562.0; 35660.0; 29221.0; 25075.0; 17286.0; 18780.0
35704.0; 35829.0; 29093.0; 25007.0; 17367.0; 18818.0
35645.0; 35790.0; 29025.0; 25049.0; 17400.0; 18816.0
35853.0; 35460.0; 28782.0; 25079.0; 17479.0; 18786.0
35852.0; 35594.0; 29118.0; 25073.0; 17519.0; 18900.0
35560.0; 35537.0; 28969.0; 25016.0; 16903.0; 18806.0
35680.0; 35608.0; 29008.0; 25017.0; 17550.0; 18823.0
35585.0; 35786.0; 28955.0; 25046.0; 17871.0; 18826.0
35773.0; 35678.0; 28751.0; 24990.0; 17847.0; 18527.0
35679.0; 35601.0; 29008.0; 24995.0; 17848.0; 18544.0
35658.0; 35483.0; 29000.0; 24994.0; 17869.0; 18787.0
35599.0; 35656.0; 28925.0; 25039.0; 17832.0; 18707.0
35650.0; 35665.0; 29113.0; 24975.0; 17859.0; 18773.0
