JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
13206.0; 16604.0; 13138.0; 13134.0; 16269.0
13188.0; 16605.0; 13135.0; 13133.0; 16259.0
13212.0; 16613.0; 13150.0; 13125.0; 16277.0
13208.0; 16625.0; 13122.0; 13118.0; 16254.0
13201.0; 16633.0; 13161.0; 13120.0; 16273.0
13194.0; 16620.0; 13129.0; 13134.0; 16275.0
13226.0; 16656.0; 13134.0; 13141.0; 16259.0
13235.0; 16626.0; 13138.0; 13126.0; 16265.0
13221.0; 16637.0; 13145.0; 13130.0; 16277.0
13236.0; 16635.0; 13140.0; 13159.0; 16288.0
13221.0; 16609.0; 13147.0; 13142.0; 16277.0
13229.0; 16640.0; 13155.0; 13126.0; 16270.0
13226.0; 16646.0; 13137.0; 13125.0; 16297.0
13230.0; 16646.0; 13154.0; 13162.0; 16270.0
13236.0; 16643.0; 13129.0; 13118.0; 16272.0
13224.0; 16650.0; 13148.0; 13129.0; 16296.0
13217.0; 16638.0; 13134.0; 13162.0; 16269.0
13223.0; 16637.0; 13139.0; 13121.0; 16263.0
13212.0; 16623.0; 13135.0; 13171.0; 16256.0
13233.0; 16647.0; 13128.0; 13156.0; 16276.0
13243.0; 16626.0; 13136.0; 13122.0; 16273.0
13221.0; 16646.0; 13118.0; 13143.0; 16272.0
13220.0; 16646.0; 13146.0; 13137.0; 16266.0
13218.0; 16669.0; 13147.0; 13168.0; 16253.0
13239.0; 16612.0; 13132.0; 13159.0; 16263.0
13213.0; 16616.0; 13139.0; 13114.0; 16276.0
13230.0; 16621.0; 13142.0; 13153.0; 16273.0
13219.0; 16609.0; 13142.0; 13128.0; 16248.0
13227.0; 16641.0; 13154.0; 13165.0; 16267.0
13237.0; 16629.0; 13139.0; 13137.0; 16266.0
