JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
37799; 37295; 29953; 30857; 29754; 21944
38373; 37695; 29786; 31011; 29813; 22021
38732; 38139; 29961; 31406; 29634; 22080
38695; 37848; 30016; 31394; 29897; 22020
38756; 38016; 29767; 31415; 29766; 22002
38800; 38084; 30054; 31425; 29888; 21924
38700; 38195; 29988; 31491; 29824; 22013
38684; 37913; 30036; 31475; 29974; 22013
38789; 37944; 30044; 31458; 29707; 22042
38864; 38007; 29903; 31455; 29856; 21953
38703; 37845; 30050; 31406; 29829; 22000
38736; 38060; 30216; 31149; 29711; 22008
38712; 37780; 29756; 31032; 29825; 21795
38773; 38012; 29781; 31062; 29557; 21937
38613; 37983; 29916; 31022; 29994; 21608
38742; 37736; 29851; 31005; 29898; 21950
38646; 38061; 29981; 31154; 29964; 21827
38859; 37836; 29867; 31058; 29796; 21876
38777; 37852; 30054; 31083; 29444; 21867
38756; 38096; 30203; 31063; 29786; 21909
38903; 37805; 29971; 31096; 29851; 21906
38783; 37919; 29882; 31032; 29928; 21919
38828; 37901; 30199; 31062; 29869; 22011
38805; 37966; 29932; 31131; 29621; 21931
38741; 37984; 30165; 31114; 29228; 21938
38770; 37950; 30087; 31032; 29547; 21748
38840; 38041; 30202; 31049; 29224; 21796
38805; 37886; 29936; 31090; 29955; 21867
38830; 38167; 30050; 31117; 29800; 21993
38731; 37830; 30109; 31055; 29976; 21724
