JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
34967.0; 34593.0; 28762.0; 25107.0; 18159.0; 18087.0
35269.0; 34766.0; 29264.0; 25006.0; 18187.0; 18110.0
35892.0; 35538.0; 28996.0; 24809.0; 18146.0; 18232.0
35862.0; 35131.0; 28698.0; 24847.0; 18189.0; 18101.0
35817.0; 35536.0; 29068.0; 25154.0; 18178.0; 18119.0
35349.0; 35309.0; 28588.0; 25195.0; 18206.0; 18190.0
35675.0; 35387.0; 29039.0; 25016.0; 18149.0; 18106.0
35683.0; 35308.0; 29426.0; 24813.0; 18195.0; 18255.0
35699.0; 35311.0; 28901.0; 25208.0; 18210.0; 18121.0
35716.0; 35279.0; 28976.0; 24820.0; 18176.0; 18192.0
35772.0; 35373.0; 28759.0; 25312.0; 18216.0; 18074.0
35660.0; 35166.0; 28832.0; 24890.0; 18211.0; 18160.0
35654.0; 35258.0; 28979.0; 24811.0; 18234.0; 18111.0
35535.0; 35313.0; 28750.0; 25065.0; 18226.0; 18079.0
35914.0; 35395.0; 29009.0; 24906.0; 18223.0; 18071.0
35633.0; 35219.0; 28778.0; 24875.0; 18192.0; 18196.0
35290.0; 35487.0; 29154.0; 24789.0; 18207.0; 18072.0
35609.0; 35294.0; 28731.0; 24964.0; 18187.0; 18095.0
35435.0; 35242.0; 29002.0; 24920.0; 18185.0; 18167.0
35802.0; 35416.0; 28359.0; 24868.0; 18211.0; 18083.0
35086.0; 35332.0; 29114.0; 24798.0; 18217.0; 18129.0
35602.0; 34787.0; 28442.0; 25243.0; 18229.0; 18101.0
35652.0; 35370.0; 29072.0; 24889.0; 18215.0; 18067.0
35571.0; 35329.0; 29117.0; 25239.0; 18202.0; 18070.0
35858.0; 35267.0; 29263.0; 25202.0; 18221.0; 18076.0
35668.0; 35419.0; 29170.0; 25318.0; 18207.0; 18191.0
35663.0; 35177.0; 29474.0; 25197.0; 18219.0; 18164.0
35645.0; 35138.0; 28931.0; 25193.0; 18220.0; 18104.0
35990.0; 35318.0; 29358.0; 25275.0; 18219.0; 18143.0
35502.0; 35305.0; 29385.0; 25298.0; 18204.0; 18038.0
