JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
11059.0; 6178.0; 11653.0; 8639.0; 2740.0
11076.0; 6181.0; 11652.0; 8667.0; 2742.0
11080.0; 6182.0; 11614.0; 8657.0; 2743.0
11070.0; 6183.0; 11658.0; 8656.0; 2741.0
11077.0; 6176.0; 11591.0; 8653.0; 2739.0
11071.0; 6164.0; 11648.0; 8674.0; 2740.0
11077.0; 6173.0; 11639.0; 8661.0; 2740.0
11052.0; 6182.0; 11592.0; 8672.0; 2733.0
11073.0; 6181.0; 11644.0; 8670.0; 2739.0
11059.0; 6181.0; 11603.0; 8676.0; 2741.0
11072.0; 6186.0; 11603.0; 8658.0; 2740.0
11021.0; 6191.0; 11650.0; 8697.0; 2742.0
11080.0; 6183.0; 11629.0; 8679.0; 2742.0
11077.0; 6188.0; 11652.0; 8689.0; 2740.0
11063.0; 6179.0; 11602.0; 8677.0; 2740.0
11072.0; 6179.0; 11652.0; 8700.0; 2742.0
11082.0; 6186.0; 11617.0; 8675.0; 2730.0
11073.0; 6172.0; 11643.0; 8685.0; 2742.0
11079.0; 6188.0; 11619.0; 8692.0; 2739.0
11080.0; 6182.0; 11439.0; 8692.0; 2740.0
11068.0; 6170.0; 11578.0; 8708.0; 2743.0
11080.0; 6180.0; 11623.0; 8697.0; 2742.0
11056.0; 6183.0; 11650.0; 8707.0; 2742.0
11071.0; 6184.0; 11614.0; 8705.0; 2734.0
10990.0; 6172.0; 11660.0; 8699.0; 2742.0
11083.0; 6183.0; 11631.0; 8693.0; 2738.0
11070.0; 6183.0; 11647.0; 8699.0; 2740.0
11041.0; 6186.0; 11620.0; 8700.0; 2741.0
11082.0; 6181.0; 11659.0; 8690.0; 2742.0
11083.0; 6188.0; 11621.0; 8710.0; 2740.0
