JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
409473.0; 469165.0; 457077.0; 289119.0; 279399.0; 303287.0
421420.0; 451811.0; 457336.0; 286695.0; 278049.0; 274174.0
449117.0; 477588.0; 477381.0; 286101.0; 279607.0; 275938.0
443829.0; 478086.0; 478043.0; 283295.0; 279054.0; 299621.0
444700.0; 478236.0; 477733.0; 284509.0; 279307.0; 293540.0
445252.0; 477062.0; 477259.0; 283800.0; 279377.0; 294818.0
445965.0; 478664.0; 477265.0; 285703.0; 280914.0; 295369.0
446412.0; 478400.0; 477172.0; 282811.0; 278439.0; 299383.0
444523.0; 476483.0; 475022.0; 284720.0; 278317.0; 299390.0
445354.0; 477654.0; 475699.0; 285331.0; 279801.0; 295254.0
443901.0; 477675.0; 476791.0; 282857.0; 280540.0; 301758.0
445006.0; 478622.0; 477725.0; 283688.0; 280824.0; 296804.0
445250.0; 477458.0; 476600.0; 283246.0; 280718.0; 293704.0
445707.0; 477787.0; 476740.0; 284714.0; 280965.0; 293480.0
445028.0; 477792.0; 474693.0; 285179.0; 280506.0; 299214.0
445436.0; 478417.0; 476049.0; 285243.0; 280205.0; 299636.0
445335.0; 478208.0; 477521.0; 285742.0; 279934.0; 293632.0
446955.0; 478104.0; 477822.0; 282741.0; 281103.0; 293819.0
445667.0; 478265.0; 476614.0; 282605.0; 280464.0; 298796.0
443697.0; 477478.0; 476222.0; 283700.0; 280402.0; 299782.0
444964.0; 476995.0; 477056.0; 285446.0; 280830.0; 301691.0
444587.0; 478326.0; 469265.0; 284319.0; 280392.0; 299382.0
444854.0; 476551.0; 477421.0; 285776.0; 281131.0; 298235.0
444262.0; 477122.0; 475138.0; 285056.0; 280763.0; 299096.0
445267.0; 477635.0; 476408.0; 285563.0; 280404.0; 300782.0
446225.0; 477843.0; 478220.0; 284028.0; 280256.0; 299509.0
444362.0; 472824.0; 476308.0; 281877.0; 282050.0; 298257.0
446446.0; 478060.0; 475532.0; 281740.0; 280957.0; 296480.0
445245.0; 477433.0; 473842.0; 284157.0; 280550.0; 293016.0
445898.0; 478209.0; 476475.0; 285908.0; 281228.0; 296204.0
