JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
3619.0; 3569.0; 3078.0; 724.0; 281.0; 258.0
3589.0; 3559.0; 3067.0; 723.0; 282.0; 258.0
3579.0; 3548.0; 3063.0; 725.0; 281.0; 258.0
3580.0; 3539.0; 3058.0; 726.0; 281.0; 255.0
3569.0; 3544.0; 3065.0; 726.0; 282.0; 254.0
3574.0; 3548.0; 3039.0; 719.0; 280.0; 245.0
3593.0; 3551.0; 3051.0; 721.0; 281.0; 255.0
3632.0; 3564.0; 3053.0; 723.0; 281.0; 257.0
3600.0; 3565.0; 3056.0; 724.0; 280.0; 258.0
3598.0; 3563.0; 3065.0; 722.0; 278.0; 258.0
3607.0; 3567.0; 3060.0; 723.0; 279.0; 258.0
3597.0; 3576.0; 3058.0; 723.0; 280.0; 258.0
3602.0; 3573.0; 3069.0; 721.0; 280.0; 259.0
3600.0; 3579.0; 3068.0; 724.0; 281.0; 258.0
3599.0; 3581.0; 3057.0; 723.0; 280.0; 258.0
3625.0; 3569.0; 3060.0; 722.0; 280.0; 259.0
3601.0; 3576.0; 3063.0; 722.0; 281.0; 258.0
3603.0; 3578.0; 3063.0; 724.0; 281.0; 259.0
3602.0; 3566.0; 3059.0; 719.0; 281.0; 259.0
3605.0; 3573.0; 3071.0; 724.0; 280.0; 258.0
3604.0; 3572.0; 3068.0; 724.0; 281.0; 259.0
3601.0; 3574.0; 3058.0; 726.0; 280.0; 259.0
3584.0; 3569.0; 3062.0; 699.0; 281.0; 259.0
3610.0; 3570.0; 3030.0; 725.0; 279.0; 259.0
3638.0; 3569.0; 3058.0; 726.0; 282.0; 259.0
3609.0; 3560.0; 3059.0; 724.0; 279.0; 259.0
3600.0; 3560.0; 3061.0; 723.0; 281.0; 259.0
3601.0; 3563.0; 3060.0; 724.0; 282.0; 259.0
3599.0; 3575.0; 3060.0; 722.0; 280.0; 259.0
3606.0; 3571.0; 3069.0; 724.0; 279.0; 259.0
