JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
413948; 461303; 460377; 279573; 293109; 313272
414209; 471942; 445700; 282721; 294570; 274065
437959; 498405; 473383; 301588; 294528; 278354
441179; 501619; 473774; 303299; 293974; 303590
439283; 498426; 473371; 304726; 294019; 306193
439689; 500608; 473166; 302542; 293460; 306581
438491; 500724; 473816; 302362; 295640; 297202
440038; 498073; 472724; 302669; 291443; 302911
439435; 499483; 472497; 304127; 292930; 299289
439432; 500645; 475865; 304422; 294704; 300270
439745; 500297; 474119; 301715; 292897; 299283
439263; 501760; 474547; 304670; 293259; 304366
439250; 500857; 475238; 305192; 292921; 295963
439638; 500656; 473899; 302404; 291578; 297096
439861; 499130; 472614; 300126; 292254; 303828
439796; 499863; 473357; 301322; 288987; 297333
438790; 498448; 474701; 304213; 291597; 293564
440615; 500458; 475304; 305565; 293068; 299814
439882; 500059; 472794; 304305; 292388; 301901
439830; 499356; 473186; 303140; 292835; 296606
440111; 499806; 476094; 304321; 291909; 294615
440384; 500297; 473699; 304230; 292210; 299150
439586; 499605; 475606; 304936; 292692; 304808
438795; 499825; 473056; 302524; 293929; 304292
439913; 499660; 473207; 300926; 292615; 297368
440345; 500206; 472705; 302648; 292929; 297614
440031; 497839; 472861; 304821; 292682; 300432
440667; 500196; 472206; 305727; 293418; 303687
439783; 499175; 474698; 304296; 291290; 296760
440513; 497444; 473857; 303202; 292717; 299846
