JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
36085.0; 35739.0; 29870.0; 32270.0; 29649.0; 24302.0
36241.0; 36641.0; 29890.0; 32581.0; 29774.0; 24208.0
36580.0; 37140.0; 30028.0; 32716.0; 29689.0; 24282.0
36805.0; 36970.0; 29924.0; 32750.0; 29733.0; 24246.0
36614.0; 37176.0; 29506.0; 32758.0; 29839.0; 24270.0
36578.0; 36878.0; 29812.0; 32889.0; 29802.0; 24351.0
36790.0; 37026.0; 29602.0; 32851.0; 29763.0; 24416.0
36674.0; 36934.0; 30037.0; 32797.0; 29768.0; 24251.0
36412.0; 36903.0; 30082.0; 32717.0; 29749.0; 24129.0
36770.0; 37010.0; 29511.0; 32847.0; 29852.0; 24417.0
36699.0; 37034.0; 29717.0; 33018.0; 29786.0; 24377.0
36812.0; 37133.0; 29819.0; 32933.0; 29881.0; 24132.0
36966.0; 36773.0; 29761.0; 32961.0; 29939.0; 23936.0
36831.0; 36764.0; 29826.0; 32936.0; 29831.0; 24130.0
36955.0; 36758.0; 29899.0; 32428.0; 29916.0; 24119.0
36936.0; 37002.0; 30019.0; 32983.0; 29869.0; 24021.0
36749.0; 36912.0; 29629.0; 32990.0; 29878.0; 24093.0
36818.0; 36988.0; 29475.0; 32979.0; 29827.0; 24020.0
36891.0; 36929.0; 29747.0; 33054.0; 29824.0; 23995.0
36830.0; 36924.0; 29658.0; 32948.0; 29934.0; 24021.0
36893.0; 36972.0; 30040.0; 32918.0; 29948.0; 24067.0
36764.0; 36858.0; 29881.0; 32899.0; 29934.0; 23991.0
36532.0; 36892.0; 29966.0; 32875.0; 29849.0; 24098.0
36955.0; 36791.0; 29913.0; 33015.0; 29881.0; 24115.0
36628.0; 37017.0; 29954.0; 33071.0; 29859.0; 24088.0
36901.0; 36685.0; 29812.0; 33040.0; 29893.0; 24094.0
36561.0; 36933.0; 29813.0; 32888.0; 29901.0; 24080.0
36984.0; 36704.0; 29840.0; 32973.0; 29824.0; 24010.0
36580.0; 36472.0; 29591.0; 32977.0; 29835.0; 24076.0
36836.0; 36733.0; 29670.0; 33023.0; 29802.0; 24077.0
