JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
51360.0; 52960.0; 48824.0; 49976.0; 51360.0; 48808.0
