JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
263985; 277046; 230007; 269490; 238878
267169; 274219; 231902; 256745; 228177
267622; 276396; 230218; 270516; 238086
264969; 280787; 230889; 269547; 237102
264708; 273548; 231614; 263083; 235436
266021; 277900; 230789; 269814; 237623
265208; 275798; 231698; 270568; 239132
266896; 274861; 232085; 269698; 233431
265339; 275746; 231526; 269699; 238008
267683; 274585; 230435; 271045; 235536
266524; 275789; 231194; 270241; 238599
265721; 278379; 231409; 258253; 237131
267781; 278591; 230627; 270915; 237334
264548; 271895; 231264; 269985; 237769
264602; 275447; 228920; 257426; 236335
268423; 280028; 229958; 270420; 237147
266804; 276062; 228557; 257527; 237386
267672; 274951; 230899; 258153; 237834
263901; 274970; 229102; 271667; 235425
266798; 277601; 230093; 271296; 238669
265900; 278350; 229774; 259466; 239105
266767; 278083; 230466; 271144; 237264
267996; 276313; 229913; 256146; 238541
264767; 277553; 228966; 270205; 236486
266640; 280727; 229372; 270526; 237689
268057; 278384; 230272; 257717; 236571
267729; 277415; 229584; 270875; 238071
270119; 277318; 227400; 270568; 237418
267258; 278550; 227905; 270615; 237684
266615; 276565; 229734; 258707; 237535
