JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
9742.0; 5580.0; 9661.0; 6191.0; 428.0
9743.0; 5581.0; 9679.0; 6187.0; 428.0
9739.0; 5587.0; 9712.0; 6219.0; 427.0
9737.0; 5596.0; 9714.0; 6214.0; 429.0
9734.0; 5591.0; 9710.0; 6215.0; 428.0
9731.0; 5586.0; 9693.0; 6231.0; 428.0
9740.0; 5587.0; 9692.0; 6209.0; 428.0
9721.0; 5574.0; 9717.0; 6207.0; 429.0
9743.0; 5588.0; 9686.0; 6222.0; 428.0
9740.0; 5586.0; 9709.0; 6224.0; 428.0
9727.0; 5587.0; 9688.0; 6227.0; 429.0
9754.0; 5579.0; 9655.0; 6242.0; 429.0
9758.0; 5588.0; 9715.0; 6238.0; 429.0
9764.0; 5584.0; 9701.0; 6241.0; 429.0
9740.0; 5586.0; 9676.0; 6248.0; 429.0
9754.0; 5587.0; 9699.0; 6241.0; 429.0
9763.0; 5590.0; 9684.0; 6242.0; 429.0
9737.0; 5582.0; 9714.0; 6244.0; 430.0
9734.0; 5594.0; 9677.0; 6238.0; 430.0
9750.0; 5589.0; 9706.0; 6247.0; 427.0
9751.0; 5573.0; 9697.0; 6248.0; 429.0
9752.0; 5593.0; 9696.0; 6234.0; 428.0
9744.0; 5585.0; 9692.0; 6234.0; 428.0
9762.0; 5589.0; 9703.0; 6243.0; 428.0
9764.0; 5591.0; 9689.0; 6238.0; 430.0
9758.0; 5589.0; 9684.0; 6244.0; 429.0
9767.0; 5590.0; 9702.0; 6243.0; 429.0
9746.0; 5581.0; 9688.0; 6250.0; 429.0
9744.0; 5591.0; 9718.0; 6247.0; 429.0
9750.0; 5588.0; 9670.0; 6234.0; 429.0
