JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
10111.0; 5833.0; 10084.0; 6436.0; 435.0
10118.0; 5847.0; 10088.0; 6430.0; 434.0
10104.0; 5864.0; 10085.0; 6444.0; 434.0
10147.0; 5863.0; 10070.0; 6449.0; 434.0
10100.0; 5852.0; 10060.0; 6453.0; 434.0
10135.0; 5858.0; 10094.0; 6449.0; 433.0
10058.0; 5861.0; 10103.0; 6452.0; 434.0
10081.0; 5859.0; 10101.0; 6446.0; 434.0
10061.0; 5847.0; 10062.0; 6450.0; 435.0
10104.0; 5856.0; 10090.0; 6437.0; 435.0
10067.0; 5861.0; 10109.0; 6456.0; 434.0
10044.0; 5850.0; 10072.0; 6441.0; 435.0
10121.0; 5856.0; 10081.0; 6438.0; 435.0
10091.0; 5856.0; 10063.0; 6437.0; 435.0
10087.0; 5848.0; 10086.0; 6424.0; 435.0
10075.0; 5867.0; 10067.0; 6430.0; 435.0
10111.0; 5859.0; 10103.0; 6432.0; 436.0
10093.0; 5853.0; 10070.0; 6441.0; 435.0
10070.0; 5858.0; 10099.0; 6433.0; 435.0
10117.0; 5865.0; 10093.0; 6428.0; 435.0
10110.0; 5854.0; 10067.0; 6439.0; 435.0
10081.0; 5850.0; 10066.0; 6436.0; 432.0
10115.0; 5856.0; 10087.0; 6441.0; 434.0
10030.0; 5846.0; 10090.0; 6437.0; 435.0
10083.0; 5839.0; 10085.0; 6444.0; 434.0
10087.0; 5847.0; 10110.0; 6445.0; 433.0
10056.0; 5862.0; 10053.0; 6447.0; 434.0
10074.0; 5836.0; 10089.0; 6430.0; 434.0
10066.0; 5857.0; 10050.0; 6436.0; 434.0
10098.0; 5857.0; 10074.0; 6445.0; 434.0
