JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
36276.0; 34877.0; 28577.0; 32641.0; 23300.0; 23886.0
36316.0; 34886.0; 30157.0; 32653.0; 23272.0; 23908.0
36255.0; 34830.0; 30546.0; 32710.0; 23296.0; 24179.0
35945.0; 34986.0; 30889.0; 32544.0; 23270.0; 24031.0
36254.0; 35047.0; 30809.0; 32597.0; 23283.0; 23935.0
36339.0; 35011.0; 30516.0; 32656.0; 23283.0; 24089.0
36246.0; 35022.0; 30839.0; 32760.0; 23289.0; 23923.0
36357.0; 35024.0; 30492.0; 32707.0; 23269.0; 24037.0
36490.0; 34894.0; 30778.0; 32769.0; 23242.0; 24185.0
36458.0; 35048.0; 30703.0; 32791.0; 23276.0; 23978.0
36389.0; 35026.0; 30793.0; 32705.0; 23309.0; 24122.0
36466.0; 35131.0; 31061.0; 32843.0; 23219.0; 23924.0
36693.0; 35048.0; 30874.0; 32785.0; 23161.0; 23994.0
36608.0; 35067.0; 30794.0; 32767.0; 23206.0; 23808.0
36694.0; 35143.0; 30785.0; 32856.0; 23203.0; 23888.0
36445.0; 35108.0; 30970.0; 32809.0; 23226.0; 23908.0
36664.0; 35050.0; 30937.0; 32806.0; 23233.0; 23903.0
36512.0; 35241.0; 30977.0; 32850.0; 23245.0; 24020.0
36743.0; 35248.0; 30802.0; 32823.0; 23222.0; 23888.0
36550.0; 35133.0; 30869.0; 32832.0; 23210.0; 24013.0
36643.0; 35188.0; 31065.0; 32816.0; 23189.0; 23953.0
36674.0; 35100.0; 31184.0; 32785.0; 23236.0; 23782.0
36673.0; 35100.0; 30981.0; 32894.0; 23239.0; 24203.0
36219.0; 35122.0; 31119.0; 32799.0; 23223.0; 24126.0
36726.0; 35077.0; 31233.0; 32841.0; 23223.0; 24198.0
36476.0; 35285.0; 30818.0; 32792.0; 23227.0; 23811.0
36486.0; 35212.0; 31009.0; 32825.0; 23231.0; 23899.0
36454.0; 34948.0; 31055.0; 32840.0; 23186.0; 23826.0
36539.0; 35180.0; 31037.0; 32783.0; 23195.0; 23634.0
36583.0; 35163.0; 31227.0; 32797.0; 23249.0; 23915.0
