JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
4856.0; 5506.0; 5597.0; 3401.0; 1923.0; 2516.0
4855.0; 5515.0; 5608.0; 3407.0; 1918.0; 2506.0
4880.0; 5518.0; 5607.0; 3380.0; 1917.0; 2509.0
4864.0; 5538.0; 5586.0; 3390.0; 1923.0; 2516.0
4902.0; 5575.0; 5627.0; 3400.0; 1924.0; 2508.0
4886.0; 5549.0; 5616.0; 3398.0; 1915.0; 2508.0
4907.0; 5513.0; 5603.0; 3394.0; 1929.0; 2517.0
4893.0; 5565.0; 5608.0; 3395.0; 1923.0; 2513.0
4899.0; 5566.0; 5621.0; 3390.0; 1923.0; 2512.0
4891.0; 5538.0; 5606.0; 3398.0; 1922.0; 2513.0
4885.0; 5549.0; 5610.0; 3391.0; 1923.0; 2510.0
4893.0; 5541.0; 5601.0; 3393.0; 1920.0; 2518.0
4896.0; 5548.0; 5618.0; 3397.0; 1927.0; 2516.0
4919.0; 5559.0; 5602.0; 3386.0; 1917.0; 2523.0
4919.0; 5563.0; 5652.0; 3393.0; 1923.0; 2517.0
4897.0; 5581.0; 5598.0; 3403.0; 1918.0; 2517.0
4897.0; 5571.0; 5578.0; 3394.0; 1922.0; 2520.0
4909.0; 5569.0; 5612.0; 3397.0; 1919.0; 2518.0
4913.0; 5573.0; 5612.0; 3395.0; 1925.0; 2513.0
4907.0; 5543.0; 5624.0; 3386.0; 1922.0; 2519.0
4908.0; 5561.0; 5597.0; 3396.0; 1925.0; 2519.0
4906.0; 5555.0; 5598.0; 3395.0; 1916.0; 2523.0
4881.0; 5559.0; 5592.0; 3397.0; 1925.0; 2515.0
4896.0; 5560.0; 5599.0; 3390.0; 1919.0; 2523.0
4900.0; 5576.0; 5605.0; 3396.0; 1925.0; 2514.0
4903.0; 5538.0; 5612.0; 3399.0; 1923.0; 2523.0
4899.0; 5571.0; 5600.0; 3400.0; 1924.0; 2516.0
4900.0; 5546.0; 5582.0; 3403.0; 1918.0; 2522.0
4901.0; 5568.0; 5607.0; 3388.0; 1916.0; 2519.0
4910.0; 5539.0; 5596.0; 3391.0; 1921.0; 2522.0
