JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
13184.0; 16866.0; 13144.0; 13120.0; 16493.0
13158.0; 16878.0; 13139.0; 13139.0; 16496.0
13139.0; 16889.0; 13156.0; 13129.0; 16500.0
13175.0; 16903.0; 13132.0; 13135.0; 16476.0
13157.0; 16890.0; 13148.0; 13134.0; 16465.0
11952.0; 16887.0; 13145.0; 13110.0; 16469.0
13191.0; 16883.0; 13144.0; 13135.0; 16482.0
13200.0; 16902.0; 13134.0; 13124.0; 16475.0
13205.0; 16888.0; 13149.0; 13131.0; 16510.0
13196.0; 16888.0; 13147.0; 13119.0; 16504.0
13213.0; 16883.0; 13140.0; 13123.0; 16491.0
13247.0; 16891.0; 13150.0; 13147.0; 16485.0
13231.0; 16861.0; 13160.0; 13142.0; 16477.0
13228.0; 16881.0; 13164.0; 13121.0; 16491.0
13235.0; 16899.0; 13176.0; 13153.0; 16465.0
13237.0; 16888.0; 13154.0; 13137.0; 16502.0
13228.0; 16894.0; 13160.0; 13157.0; 16498.0
13245.0; 16901.0; 13158.0; 13101.0; 16491.0
13253.0; 16879.0; 13149.0; 13157.0; 16476.0
13237.0; 16892.0; 13162.0; 12832.0; 16491.0
13241.0; 16908.0; 13135.0; 13153.0; 16481.0
13230.0; 16886.0; 13152.0; 13131.0; 16505.0
13235.0; 16888.0; 13145.0; 13138.0; 16472.0
13235.0; 16901.0; 13166.0; 12990.0; 16477.0
13237.0; 16898.0; 13153.0; 13110.0; 16495.0
13244.0; 16895.0; 13158.0; 13119.0; 16460.0
13241.0; 16897.0; 13178.0; 13120.0; 16460.0
13244.0; 16910.0; 13149.0; 13167.0; 16496.0
13248.0; 16884.0; 13144.0; 13157.0; 16475.0
13243.0; 16894.0; 13162.0; 13156.0; 16496.0
