JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
35783; 33673; 28938; 33014; 22372; 23809
35344; 34812; 29467; 33031; 22365; 23700
35896; 35085; 29974; 33005; 22395; 23625
35866; 35044; 29958; 32938; 22376; 23782
35840; 35221; 30126; 32924; 22452; 23741
35887; 35051; 29994; 33023; 22279; 23794
36017; 35013; 29889; 32977; 22348; 23723
35788; 35079; 29770; 32957; 22383; 23770
35955; 35063; 29948; 32980; 22386; 23726
35784; 35089; 30121; 33052; 22390; 23713
35929; 35143; 29836; 32931; 22404; 23596
35833; 35872; 29753; 33109; 22578; 23680
35858; 35955; 29902; 33122; 22637; 23667
35785; 35961; 29972; 33106; 22617; 23766
35755; 34188; 30074; 33122; 22586; 23602
35929; 34093; 29915; 33095; 22595; 23724
35532; 34116; 29974; 33134; 22646; 23690
35985; 34087; 29953; 33071; 22593; 23689
35792; 34010; 30234; 33006; 22635; 23650
35793; 34115; 30162; 33076; 22651; 23643
35812; 34236; 29846; 33029; 22622; 23727
35904; 34054; 30070; 33083; 22668; 23653
36072; 34024; 29930; 33141; 22661; 23754
35945; 33993; 30027; 33042; 22614; 23631
36003; 33932; 30040; 33139; 22615; 23594
35898; 34076; 29903; 33133; 22604; 23694
35798; 34170; 30022; 33255; 22602; 23728
35866; 33992; 30054; 33173; 22527; 23675
35789; 34211; 30147; 33073; 22648; 23584
35975; 34019; 30403; 33112; 22633; 23626
