JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
455256; 20715; 393092; 32379; 11656
455303; 20704; 393297; 32422; 11654
455273; 20707; 393256; 32400; 11663
455202; 20700; 392878; 32380; 11664
455720; 20681; 392906; 32407; 11664
455374; 20667; 392876; 32441; 11660
455627; 20713; 391884; 32420; 11666
455138; 20720; 393516; 32427; 11665
455331; 20710; 392917; 32402; 11669
456136; 20694; 393088; 32412; 11663
437911; 20711; 392895; 32424; 11660
456230; 20721; 393242; 32607; 11664
456048; 20708; 393592; 32639; 11663
453652; 20701; 393315; 32628; 11657
456340; 20708; 393256; 32604; 11652
456171; 20722; 393895; 32611; 11662
455561; 20707; 392688; 32692; 11649
455765; 20692; 393248; 32647; 11664
456075; 20709; 393626; 32645; 11662
455162; 20699; 393582; 32606; 11674
455937; 20720; 392297; 32625; 11650
456062; 20695; 393545; 32615; 11647
455588; 20712; 393463; 32629; 11656
455041; 20717; 392640; 32643; 11664
455807; 20706; 393830; 32627; 11657
456567; 20715; 393602; 32635; 11663
455360; 20701; 393926; 32622; 11657
456157; 20719; 393607; 32605; 11658
455768; 20702; 392542; 32647; 11659
455737; 20717; 393615; 32579; 11656
