JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142553.0; 238608.0; 240000.0; 221457.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
145080.0; 146688.0; 142552.0; 238608.0; 240000.0; 221456.0
