JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
40158; 39383; 34323; 32654; 31065; 19458
40210; 39599; 34341; 32653; 30999; 19611
40215; 39454; 33907; 32656; 30998; 19610
40235; 39481; 34149; 32596; 31026; 19478
40201; 39563; 34213; 32609; 30951; 19744
40197; 39509; 33799; 32633; 31078; 19677
40280; 39546; 34415; 32659; 30981; 19635
40277; 39537; 34367; 32592; 31097; 19536
40188; 39451; 34268; 32635; 30999; 19605
40308; 39441; 34219; 32622; 31042; 19556
40170; 39477; 34327; 32670; 30905; 19595
40076; 39588; 34344; 32544; 31106; 19582
40208; 39395; 34408; 32586; 31080; 19653
40207; 39487; 34338; 32507; 31016; 19524
40239; 39497; 34068; 32642; 31034; 19527
40049; 39536; 34143; 32567; 31093; 19612
40139; 39487; 34279; 32569; 31033; 19631
40109; 39550; 34171; 32543; 30999; 19556
40008; 39578; 34176; 32479; 30964; 19594
39960; 39518; 34142; 32513; 31056; 19601
40129; 39533; 34064; 32518; 31049; 19611
40087; 39516; 34048; 32555; 30943; 19545
40103; 39597; 34352; 32509; 31034; 19622
39961; 39552; 34234; 32502; 30947; 19517
40069; 39641; 34286; 32563; 31026; 19588
40087; 39617; 34323; 32549; 30944; 19611
39844; 39608; 34056; 32463; 31064; 19631
40187; 39520; 34332; 32492; 31113; 19604
40048; 39567; 34102; 32421; 30986; 19486
39991; 39573; 33967; 32449; 31005; 19594
