JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
5974.0; 4590.0; 5924.0; 993.0; 4166.0
5965.0; 4586.0; 5915.0; 993.0; 4159.0
5964.0; 4591.0; 5910.0; 991.0; 4165.0
5945.0; 4592.0; 5945.0; 992.0; 4163.0
5972.0; 4588.0; 5923.0; 991.0; 4160.0
5977.0; 4586.0; 5918.0; 994.0; 4147.0
5976.0; 4586.0; 5929.0; 994.0; 4148.0
5960.0; 4583.0; 5923.0; 992.0; 4163.0
5949.0; 4590.0; 5939.0; 992.0; 4166.0
5963.0; 4582.0; 5919.0; 994.0; 4163.0
5955.0; 4578.0; 5936.0; 994.0; 4158.0
5980.0; 4595.0; 5926.0; 994.0; 4161.0
5977.0; 4580.0; 5930.0; 994.0; 4153.0
5956.0; 4589.0; 5932.0; 993.0; 4163.0
5960.0; 4591.0; 5919.0; 995.0; 4160.0
5967.0; 4590.0; 5931.0; 994.0; 4153.0
5969.0; 4591.0; 5929.0; 987.0; 4160.0
5952.0; 4594.0; 5928.0; 994.0; 4156.0
5968.0; 4590.0; 5930.0; 994.0; 4158.0
5972.0; 4582.0; 5921.0; 995.0; 4158.0
5951.0; 4586.0; 5914.0; 995.0; 4160.0
5968.0; 4589.0; 5923.0; 994.0; 4157.0
5974.0; 4588.0; 5920.0; 995.0; 4149.0
5973.0; 4593.0; 5932.0; 994.0; 4162.0
5954.0; 4592.0; 5921.0; 993.0; 4161.0
5979.0; 4584.0; 5921.0; 994.0; 4153.0
5954.0; 4588.0; 5924.0; 995.0; 4158.0
5971.0; 4592.0; 5933.0; 994.0; 4161.0
5962.0; 4587.0; 5930.0; 994.0; 4155.0
5973.0; 4593.0; 5917.0; 992.0; 4160.0
