JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
6448; 7803; 7498; 10074; 7450; 7703
6452; 7854; 7545; 9997; 7469; 7697
6549; 7878; 7589; 10033; 7451; 7695
6480; 7885; 7556; 10069; 7432; 7731
6478; 7881; 7513; 10100; 7421; 7710
6471; 7893; 7547; 10061; 7428; 7706
6435; 7857; 7536; 10036; 7438; 7702
6468; 7858; 7588; 10053; 7430; 7716
6472; 7875; 7609; 10057; 7446; 7684
6487; 7855; 7549; 10079; 7407; 7708
6489; 7906; 7594; 10060; 7416; 7706
6571; 7874; 7546; 9979; 7426; 7708
6578; 7863; 7538; 10036; 7449; 7693
6589; 7846; 7550; 10048; 7441; 7709
6576; 7835; 7584; 10028; 7472; 7713
6596; 7849; 7547; 10023; 7426; 7732
6594; 7880; 7574; 10008; 7439; 7692
6573; 7885; 7513; 10004; 7436; 7721
6600; 7897; 7562; 10025; 7435; 7688
6592; 7873; 7541; 10012; 7415; 7718
6575; 7849; 7580; 10016; 7450; 7685
6586; 7862; 7541; 9997; 7446; 7713
6605; 7885; 7582; 10012; 7431; 7708
6552; 7852; 7501; 10064; 7438; 7716
6588; 7843; 7483; 10063; 7430; 7709
6600; 7886; 7438; 10030; 7434; 7733
6595; 7859; 7489; 10034; 7423; 7713
6573; 7862; 7447; 9995; 7410; 7716
6580; 7861; 7460; 10023; 7431; 7710
6593; 7885; 7458; 10038; 7432; 7709
