JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
10401; 6145; 11005; 7357; 3332
10381; 6155; 11020; 7390; 3335
10408; 6162; 11034; 7386; 3325
10405; 6150; 11012; 7378; 3329
10402; 6166; 11030; 7398; 3332
10403; 6170; 11039; 7385; 3328
10399; 6171; 11038; 7388; 3329
10387; 6161; 11000; 7379; 3330
10401; 6165; 11041; 7385; 3335
10389; 6160; 11008; 7390; 3335
10403; 6162; 11001; 7390; 3334
10392; 6164; 11051; 7358; 3338
10385; 6169; 11034; 7368; 3338
10380; 6163; 11062; 7365; 3335
10379; 6161; 11037; 7368; 3335
10383; 6164; 11055; 7362; 3333
10388; 6166; 11012; 7352; 3338
10386; 6167; 11057; 7370; 3333
10376; 6158; 11026; 7346; 3338
10392; 6171; 11061; 7380; 3334
10386; 6151; 11020; 7372; 3341
10391; 6154; 11058; 7374; 3336
10403; 6163; 11043; 7375; 3332
10397; 6169; 11056; 7379; 3333
10401; 6168; 11057; 7378; 3338
10404; 6152; 11030; 7367; 3336
10404; 6166; 11049; 7369; 3337
10389; 6167; 11008; 7356; 3333
10393; 6155; 11070; 7365; 3337
10387; 6160; 11020; 7360; 3334
