JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
39920; 11683; 39236; 30695; 11078
39922; 11709; 38673; 30613; 11024
39927; 11699; 39153; 30681; 11005
40003; 11700; 38670; 30800; 11037
39920; 11681; 38185; 30702; 11030
39989; 11685; 39090; 30654; 11045
39935; 11701; 38462; 30591; 11018
39931; 11670; 39194; 30731; 11034
39944; 11693; 38675; 30641; 11025
39902; 11718; 39072; 30806; 11020
39888; 11706; 39181; 30879; 11023
39842; 11709; 39249; 30954; 11078
39881; 11703; 38710; 30891; 11087
39853; 11711; 39154; 30803; 11092
39894; 11656; 38700; 30855; 11079
39855; 11646; 39106; 30726; 11086
39891; 11699; 38613; 30726; 11081
39910; 11713; 38752; 30700; 11104
39914; 11715; 38770; 30879; 11092
39925; 11694; 39160; 30826; 11082
39909; 11680; 38716; 30862; 11090
39911; 11718; 39266; 30623; 11086
39645; 11718; 39164; 30752; 11087
39893; 11721; 38716; 30683; 11086
39816; 11703; 39152; 30701; 11088
39846; 11676; 38897; 30659; 11089
39853; 11707; 39257; 30885; 11088
39946; 11735; 38675; 30650; 11092
39883; 11727; 39135; 30817; 11092
39935; 11714; 38705; 30727; 11104
