JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
1252.0; 2238.0; 1872.0; 2936.0; 4724.0; 2607.0
1253.0; 2236.0; 1867.0; 2950.0; 4731.0; 2610.0
1250.0; 2241.0; 1872.0; 2939.0; 4729.0; 2604.0
1247.0; 2237.0; 1867.0; 2946.0; 4712.0; 2610.0
1246.0; 2232.0; 1869.0; 2940.0; 4733.0; 2608.0
1251.0; 2229.0; 1870.0; 2941.0; 4719.0; 2613.0
1247.0; 2226.0; 1872.0; 2956.0; 4709.0; 2609.0
1254.0; 2221.0; 1874.0; 2950.0; 4723.0; 2607.0
1250.0; 2232.0; 1860.0; 2935.0; 4714.0; 2608.0
1247.0; 2217.0; 1860.0; 2940.0; 4712.0; 2610.0
1242.0; 2227.0; 1857.0; 2945.0; 4707.0; 2602.0
1253.0; 2249.0; 1865.0; 2947.0; 4736.0; 2525.0
1246.0; 2262.0; 1867.0; 2942.0; 4724.0; 2613.0
1245.0; 2260.0; 1864.0; 2951.0; 4733.0; 2631.0
1250.0; 2263.0; 1863.0; 2946.0; 4758.0; 2623.0
1254.0; 2258.0; 1867.0; 2950.0; 4756.0; 2625.0
1253.0; 2255.0; 1871.0; 2947.0; 4752.0; 2619.0
1256.0; 2263.0; 1872.0; 2946.0; 4762.0; 2628.0
1254.0; 2257.0; 1868.0; 2944.0; 4718.0; 2621.0
1247.0; 2255.0; 1874.0; 2949.0; 4708.0; 2619.0
1253.0; 2261.0; 1873.0; 2948.0; 4745.0; 2633.0
1254.0; 2264.0; 1871.0; 2945.0; 4732.0; 2638.0
1256.0; 2255.0; 1868.0; 2949.0; 4767.0; 2627.0
1258.0; 2259.0; 1871.0; 2948.0; 4731.0; 2649.0
1248.0; 2260.0; 1873.0; 2951.0; 4744.0; 2639.0
1255.0; 2259.0; 1872.0; 2950.0; 4742.0; 2631.0
1254.0; 2254.0; 1874.0; 2948.0; 4746.0; 2653.0
1254.0; 2251.0; 1872.0; 2951.0; 4733.0; 2621.0
1255.0; 2265.0; 1871.0; 2951.0; 4786.0; 2619.0
1251.0; 2263.0; 1873.0; 2950.0; 4728.0; 2638.0
