JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
38109.0; 36367.0; 31622.0; 30937.0; 29502.0; 21708.0
38508.0; 36825.0; 31665.0; 31169.0; 29507.0; 21819.0
38725.0; 37191.0; 31663.0; 31497.0; 29481.0; 21709.0
38804.0; 37250.0; 31730.0; 31549.0; 29343.0; 21890.0
38836.0; 37119.0; 31450.0; 31466.0; 29462.0; 21856.0
38858.0; 37083.0; 31650.0; 31493.0; 29522.0; 21917.0
38924.0; 37174.0; 31766.0; 31477.0; 29420.0; 21836.0
38692.0; 37163.0; 31777.0; 31154.0; 29480.0; 21804.0
38751.0; 37172.0; 31623.0; 31471.0; 29494.0; 21784.0
38767.0; 37230.0; 31881.0; 31475.0; 29432.0; 21652.0
38793.0; 37237.0; 31758.0; 31482.0; 29508.0; 21812.0
38895.0; 37057.0; 31700.0; 31533.0; 29508.0; 21516.0
38900.0; 37061.0; 31504.0; 31453.0; 29591.0; 21583.0
38699.0; 36957.0; 31681.0; 31297.0; 29547.0; 21622.0
38774.0; 36932.0; 31499.0; 31451.0; 29557.0; 21558.0
38818.0; 36899.0; 31525.0; 31496.0; 29472.0; 21532.0
38879.0; 36967.0; 31665.0; 31443.0; 29501.0; 21448.0
38895.0; 36990.0; 31392.0; 31483.0; 29501.0; 21539.0
38931.0; 36914.0; 31536.0; 31489.0; 29603.0; 21659.0
38700.0; 37010.0; 31768.0; 31479.0; 29519.0; 21535.0
38908.0; 36925.0; 31581.0; 31495.0; 29447.0; 21571.0
38875.0; 36978.0; 31614.0; 31472.0; 29565.0; 21629.0
38754.0; 37038.0; 31600.0; 31470.0; 29562.0; 21450.0
38924.0; 37018.0; 31502.0; 31487.0; 29462.0; 21463.0
38797.0; 36964.0; 31514.0; 31492.0; 29510.0; 21574.0
38983.0; 36909.0; 31281.0; 31433.0; 29556.0; 21557.0
38711.0; 37013.0; 31585.0; 31473.0; 29489.0; 21536.0
38873.0; 37041.0; 31525.0; 31531.0; 29433.0; 21649.0
38960.0; 36966.0; 31716.0; 31469.0; 29544.0; 21660.0
38863.0; 36993.0; 31399.0; 31478.0; 29423.0; 21503.0
