JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
5687.0; 5617.0; 4277.0; 8266.0; 7567.0; 4657.0
5682.0; 5618.0; 4246.0; 8224.0; 7555.0; 4612.0
5685.0; 5624.0; 4262.0; 8229.0; 7541.0; 4648.0
5721.0; 5658.0; 4238.0; 8231.0; 7555.0; 4638.0
5731.0; 5631.0; 4245.0; 8237.0; 7596.0; 4640.0
5724.0; 5643.0; 4252.0; 8264.0; 7556.0; 4650.0
5729.0; 5662.0; 4268.0; 8252.0; 7565.0; 4623.0
5732.0; 5666.0; 4279.0; 8207.0; 7580.0; 4636.0
5729.0; 5654.0; 4270.0; 8233.0; 7592.0; 4623.0
5724.0; 5636.0; 4276.0; 8229.0; 7560.0; 4626.0
5726.0; 5652.0; 4273.0; 8230.0; 7580.0; 4631.0
5724.0; 5669.0; 4274.0; 8252.0; 7566.0; 4619.0
5723.0; 5669.0; 4273.0; 8212.0; 7532.0; 4612.0
5709.0; 5665.0; 4278.0; 8209.0; 7546.0; 4644.0
5707.0; 5668.0; 4280.0; 8230.0; 7538.0; 4622.0
5688.0; 5640.0; 4279.0; 8234.0; 7587.0; 4634.0
5711.0; 5659.0; 4281.0; 8239.0; 7529.0; 4632.0
5702.0; 5659.0; 4161.0; 8230.0; 7551.0; 4625.0
5705.0; 5654.0; 4273.0; 8217.0; 7564.0; 4634.0
5707.0; 5651.0; 4279.0; 8238.0; 7591.0; 4619.0
5707.0; 5649.0; 4273.0; 8220.0; 7544.0; 4625.0
5714.0; 5630.0; 4280.0; 8221.0; 7534.0; 4633.0
5710.0; 5646.0; 4271.0; 8229.0; 7569.0; 4616.0
5709.0; 5654.0; 4280.0; 8223.0; 7572.0; 4627.0
5711.0; 5652.0; 4284.0; 8244.0; 7543.0; 4612.0
5718.0; 5642.0; 4284.0; 8231.0; 7536.0; 4610.0
5703.0; 5646.0; 4271.0; 8237.0; 7560.0; 4614.0
5695.0; 5649.0; 4277.0; 8225.0; 7570.0; 4605.0
5701.0; 5645.0; 4282.0; 8216.0; 7562.0; 4619.0
5694.0; 5652.0; 4278.0; 8246.0; 7536.0; 4625.0
