JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
3685.0; 3579.0; 3098.0; 743.0; 300.0; 248.0
3652.0; 3574.0; 3107.0; 744.0; 300.0; 247.0
3666.0; 3567.0; 3102.0; 745.0; 301.0; 248.0
3669.0; 3571.0; 3077.0; 744.0; 302.0; 246.0
3657.0; 3566.0; 3101.0; 745.0; 301.0; 247.0
3649.0; 3573.0; 3091.0; 744.0; 302.0; 247.0
3684.0; 3590.0; 3106.0; 741.0; 302.0; 247.0
3692.0; 3589.0; 3103.0; 743.0; 302.0; 247.0
3695.0; 3580.0; 3103.0; 744.0; 300.0; 247.0
3690.0; 3585.0; 3110.0; 743.0; 300.0; 249.0
3687.0; 3578.0; 3109.0; 745.0; 300.0; 248.0
3687.0; 3568.0; 3104.0; 743.0; 300.0; 249.0
3685.0; 3575.0; 3109.0; 743.0; 300.0; 249.0
3685.0; 3579.0; 3097.0; 744.0; 300.0; 250.0
3700.0; 3569.0; 3102.0; 742.0; 299.0; 249.0
3692.0; 3580.0; 3100.0; 745.0; 301.0; 248.0
3697.0; 3576.0; 3104.0; 742.0; 301.0; 247.0
3692.0; 3564.0; 3107.0; 743.0; 301.0; 247.0
3697.0; 3574.0; 3112.0; 743.0; 300.0; 248.0
3694.0; 3574.0; 3104.0; 743.0; 300.0; 248.0
3696.0; 3579.0; 3103.0; 744.0; 302.0; 248.0
3693.0; 3567.0; 3114.0; 744.0; 301.0; 248.0
3685.0; 3569.0; 3107.0; 745.0; 301.0; 248.0
3688.0; 3576.0; 3114.0; 741.0; 301.0; 248.0
3704.0; 3589.0; 3109.0; 745.0; 299.0; 248.0
3701.0; 3572.0; 3100.0; 744.0; 301.0; 248.0
3692.0; 3566.0; 3107.0; 745.0; 299.0; 248.0
3692.0; 3571.0; 3105.0; 743.0; 301.0; 248.0
3698.0; 3558.0; 3109.0; 743.0; 302.0; 247.0
3694.0; 3552.0; 3113.0; 741.0; 299.0; 248.0
