JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
266687; 279857; 221842; 274856; 231211
265901; 281590; 222314; 251277; 231502
265155; 280777; 221973; 257296; 242398
265461; 285009; 222152; 258144; 243100
267111; 282101; 222305; 258332; 243517
268339; 281724; 221529; 269243; 244975
266627; 281589; 222710; 269344; 244414
266730; 282279; 221497; 269352; 243693
265649; 283215; 220621; 269887; 244999
268095; 279719; 221992; 269437; 243845
265502; 269934; 221740; 269419; 242856
268426; 282540; 220615; 258165; 242989
267526; 280978; 220757; 268293; 243439
269127; 281709; 221325; 269936; 244861
269161; 286418; 220398; 258805; 244218
267211; 281265; 221814; 270280; 243916
268665; 282252; 220338; 258615; 246828
267434; 281734; 219056; 258538; 244222
268121; 286749; 220563; 257373; 241094
267234; 282001; 220043; 257771; 243449
266646; 282398; 220211; 269714; 243630
268560; 281960; 220588; 268446; 244459
266733; 286682; 220607; 257791; 239343
269139; 283632; 219843; 270068; 244082
266390; 281352; 219942; 268288; 245849
266914; 283118; 219714; 258671; 243696
269140; 284901; 222408; 257986; 242801
267312; 280735; 220392; 269967; 244314
266177; 281692; 221001; 258305; 244850
267790; 283301; 220156; 257680; 246865
