JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
11612.0; 6723.0; 12064.0; 8985.0; 2991.0
11606.0; 6723.0; 12077.0; 9040.0; 2999.0
11610.0; 6732.0; 12093.0; 9032.0; 2997.0
11616.0; 6728.0; 12121.0; 9025.0; 2990.0
11622.0; 6736.0; 12092.0; 9027.0; 2988.0
11629.0; 6729.0; 12132.0; 9035.0; 2985.0
11600.0; 6729.0; 12099.0; 9031.0; 2993.0
11615.0; 6735.0; 12061.0; 9031.0; 2986.0
11623.0; 6731.0; 12098.0; 9033.0; 2994.0
11613.0; 6727.0; 12059.0; 9026.0; 2847.0
11628.0; 6726.0; 12056.0; 9021.0; 2998.0
11652.0; 6727.0; 12130.0; 9053.0; 2996.0
11631.0; 6732.0; 12076.0; 9059.0; 2999.0
11613.0; 6733.0; 12084.0; 9057.0; 2995.0
11635.0; 6740.0; 12071.0; 9057.0; 2998.0
11636.0; 6728.0; 12127.0; 9059.0; 2998.0
11638.0; 6737.0; 12069.0; 9051.0; 2999.0
11614.0; 6734.0; 12101.0; 9062.0; 2999.0
11635.0; 6737.0; 12071.0; 9056.0; 3001.0
11660.0; 6732.0; 12130.0; 9063.0; 2993.0
11639.0; 6736.0; 12050.0; 9032.0; 2998.0
11616.0; 6739.0; 12119.0; 9061.0; 2997.0
11630.0; 6723.0; 12056.0; 9053.0; 3000.0
11615.0; 6744.0; 12086.0; 9051.0; 2998.0
11629.0; 6735.0; 12051.0; 9043.0; 3001.0
11613.0; 6744.0; 12103.0; 9074.0; 3000.0
11627.0; 6661.0; 12070.0; 9067.0; 2999.0
11627.0; 6726.0; 12107.0; 9059.0; 2990.0
11628.0; 6730.0; 12102.0; 9058.0; 3001.0
11638.0; 6725.0; 12064.0; 9063.0; 2985.0
