JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
35606.0; 33674.0; 30767.0; 32458.0; 30043.0; 23724.0
35441.0; 35751.0; 30736.0; 32442.0; 30090.0; 23746.0
35798.0; 35677.0; 30750.0; 32595.0; 30052.0; 23739.0
35873.0; 35944.0; 30742.0; 32556.0; 29955.0; 23755.0
35847.0; 35783.0; 30867.0; 32526.0; 30084.0; 23725.0
36058.0; 35888.0; 30860.0; 32519.0; 29990.0; 23772.0
36416.0; 35635.0; 30993.0; 32525.0; 30016.0; 23797.0
36001.0; 36075.0; 30825.0; 32617.0; 30050.0; 23662.0
36287.0; 35859.0; 30872.0; 32541.0; 30114.0; 23673.0
36297.0; 36105.0; 30657.0; 32508.0; 30083.0; 23711.0
36354.0; 35867.0; 30762.0; 32599.0; 30056.0; 23680.0
35822.0; 35987.0; 30388.0; 32473.0; 30073.0; 23519.0
35335.0; 36107.0; 30798.0; 32387.0; 30120.0; 23567.0
36020.0; 35994.0; 30595.0; 32475.0; 30021.0; 23621.0
36125.0; 36104.0; 31140.0; 32482.0; 30054.0; 23633.0
36059.0; 34916.0; 30857.0; 32500.0; 29934.0; 23585.0
35483.0; 35811.0; 30910.0; 32432.0; 30048.0; 23551.0
35253.0; 36191.0; 30756.0; 32474.0; 30051.0; 23477.0
35717.0; 35723.0; 30904.0; 32483.0; 30013.0; 23539.0
34354.0; 35876.0; 30749.0; 32358.0; 29977.0; 23151.0
35094.0; 35356.0; 30985.0; 32428.0; 29989.0; 23092.0
33286.0; 35790.0; 30770.0; 32522.0; 30026.0; 23195.0
33014.0; 36408.0; 31000.0; 32433.0; 30032.0; 23187.0
36389.0; 36200.0; 31015.0; 32499.0; 30024.0; 21504.0
36079.0; 36460.0; 30897.0; 32502.0; 30046.0; 23263.0
36200.0; 36219.0; 30787.0; 32412.0; 30032.0; 23188.0
36178.0; 36368.0; 30886.0; 32495.0; 30001.0; 23241.0
36077.0; 36077.0; 31026.0; 32549.0; 30034.0; 23285.0
35595.0; 36276.0; 30909.0; 32497.0; 30050.0; 23457.0
36494.0; 36333.0; 30927.0; 32403.0; 30021.0; 23536.0
