JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
10412.0; 6181.0; 10416.0; 6825.0; 2868.0
10423.0; 6183.0; 10360.0; 6824.0; 2860.0
10413.0; 6195.0; 10393.0; 6827.0; 2865.0
10403.0; 6196.0; 10378.0; 6824.0; 2860.0
10396.0; 6197.0; 10399.0; 6841.0; 2859.0
10411.0; 6190.0; 10385.0; 6831.0; 2861.0
10406.0; 6189.0; 10370.0; 6836.0; 2867.0
10415.0; 6196.0; 10386.0; 6840.0; 2863.0
10400.0; 6201.0; 10377.0; 6836.0; 2866.0
10408.0; 6188.0; 10439.0; 6844.0; 2865.0
10409.0; 6192.0; 10423.0; 6836.0; 2866.0
10421.0; 6191.0; 10398.0; 6833.0; 2869.0
10430.0; 6180.0; 10416.0; 6845.0; 2868.0
10423.0; 6184.0; 10373.0; 6846.0; 2869.0
10426.0; 6188.0; 10390.0; 6845.0; 2871.0
10419.0; 6195.0; 10435.0; 6851.0; 2866.0
10425.0; 6194.0; 10405.0; 6840.0; 2872.0
10424.0; 6199.0; 10385.0; 6847.0; 2870.0
10430.0; 6188.0; 10363.0; 6848.0; 2872.0
10417.0; 6176.0; 10400.0; 6860.0; 2872.0
10413.0; 6193.0; 10375.0; 6719.0; 2868.0
10415.0; 6198.0; 10403.0; 6850.0; 2870.0
10418.0; 6195.0; 10400.0; 6845.0; 2872.0
10416.0; 6172.0; 10405.0; 6857.0; 2868.0
10414.0; 6197.0; 10435.0; 6852.0; 2870.0
10419.0; 6188.0; 10411.0; 6850.0; 2869.0
10423.0; 6197.0; 10431.0; 6854.0; 2865.0
10411.0; 6192.0; 10362.0; 6836.0; 2872.0
10361.0; 6193.0; 10420.0; 6834.0; 2869.0
10426.0; 6176.0; 10345.0; 6827.0; 2869.0
