JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
37164.0; 36904.0; 32230.0; 33555.0; 30929.0; 23957.0
36877.0; 37068.0; 32473.0; 33518.0; 30823.0; 23868.0
37000.0; 37013.0; 31977.0; 33595.0; 30913.0; 24101.0
37116.0; 37076.0; 32319.0; 33587.0; 30895.0; 23942.0
37128.0; 36916.0; 32109.0; 33497.0; 30960.0; 23978.0
37242.0; 37064.0; 32293.0; 33520.0; 30875.0; 24006.0
37073.0; 36885.0; 32053.0; 33530.0; 30882.0; 23982.0
37143.0; 36885.0; 32349.0; 33226.0; 30924.0; 23913.0
37098.0; 36997.0; 32200.0; 33523.0; 30904.0; 23992.0
37205.0; 36981.0; 32131.0; 33183.0; 30868.0; 23932.0
37063.0; 37036.0; 32227.0; 33591.0; 30900.0; 24065.0
37204.0; 37054.0; 32234.0; 33310.0; 31067.0; 24153.0
37240.0; 37131.0; 31899.0; 33587.0; 31109.0; 24076.0
37050.0; 37034.0; 31403.0; 33723.0; 31058.0; 23874.0
37244.0; 37128.0; 32148.0; 33243.0; 30953.0; 23918.0
37215.0; 37163.0; 32540.0; 33615.0; 31131.0; 24156.0
37209.0; 37066.0; 32150.0; 32508.0; 31103.0; 23980.0
37167.0; 36828.0; 32409.0; 33741.0; 30956.0; 24184.0
37105.0; 37085.0; 32341.0; 33257.0; 31130.0; 24120.0
37264.0; 37099.0; 32511.0; 33698.0; 31054.0; 24116.0
37208.0; 37101.0; 32658.0; 33332.0; 31169.0; 24022.0
37221.0; 37127.0; 31910.0; 33699.0; 31112.0; 24050.0
37295.0; 37252.0; 32088.0; 33694.0; 31026.0; 24249.0
37185.0; 37220.0; 32246.0; 33676.0; 31018.0; 24052.0
37179.0; 37257.0; 32541.0; 33349.0; 31068.0; 23757.0
37120.0; 37236.0; 31807.0; 33716.0; 31117.0; 24055.0
37202.0; 37239.0; 32080.0; 33430.0; 31206.0; 24043.0
37109.0; 36896.0; 32081.0; 33676.0; 31083.0; 24012.0
37185.0; 37208.0; 32361.0; 33364.0; 31108.0; 23989.0
37200.0; 37145.0; 32531.0; 33678.0; 31057.0; 24008.0
