JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
1229.0; 2220.0; 1834.0; 2930.0; 4734.0; 2541.0
1229.0; 2217.0; 1833.0; 2932.0; 4692.0; 2536.0
1226.0; 2211.0; 1831.0; 2932.0; 4710.0; 2561.0
1229.0; 2222.0; 1829.0; 2931.0; 4721.0; 2542.0
1227.0; 2217.0; 1835.0; 2931.0; 4712.0; 2529.0
1228.0; 2204.0; 1829.0; 2942.0; 4728.0; 2544.0
1227.0; 2206.0; 1836.0; 2938.0; 4720.0; 2548.0
1225.0; 2202.0; 1832.0; 2943.0; 4700.0; 2565.0
1228.0; 2209.0; 1828.0; 2950.0; 4738.0; 2547.0
1230.0; 2207.0; 1828.0; 2947.0; 4682.0; 2540.0
1229.0; 2207.0; 1832.0; 2937.0; 4717.0; 2551.0
1226.0; 2228.0; 1832.0; 2964.0; 4735.0; 2555.0
1228.0; 2222.0; 1835.0; 2980.0; 4730.0; 2554.0
1231.0; 2231.0; 1832.0; 2983.0; 4747.0; 2546.0
1222.0; 2228.0; 1844.0; 2961.0; 4747.0; 2557.0
1223.0; 2227.0; 1833.0; 2966.0; 4738.0; 2559.0
1228.0; 2236.0; 1839.0; 2955.0; 4736.0; 2557.0
1223.0; 2232.0; 1835.0; 2968.0; 4743.0; 2556.0
1228.0; 2236.0; 1836.0; 2967.0; 4744.0; 2553.0
1231.0; 2238.0; 1835.0; 2962.0; 4755.0; 2541.0
1227.0; 2237.0; 1841.0; 2945.0; 4750.0; 2558.0
1229.0; 2237.0; 1837.0; 2973.0; 4756.0; 2549.0
1231.0; 2235.0; 1842.0; 2959.0; 4745.0; 2544.0
1231.0; 2223.0; 1841.0; 2952.0; 4757.0; 2567.0
1223.0; 2236.0; 1838.0; 2951.0; 4777.0; 2563.0
1224.0; 2241.0; 1840.0; 2957.0; 4743.0; 2557.0
1225.0; 2235.0; 1836.0; 2961.0; 4728.0; 2580.0
1228.0; 2230.0; 1834.0; 2955.0; 4741.0; 2555.0
1221.0; 2234.0; 1834.0; 2960.0; 4739.0; 2548.0
1226.0; 2233.0; 1840.0; 2955.0; 4751.0; 2544.0
