JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
80176.0; 81784.0; 77648.0; 83344.0; 83056.0; 80512.0
