JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
6074.0; 4756.0; 6191.0; 1073.0; 4295.0
6071.0; 4757.0; 6180.0; 1075.0; 4299.0
6073.0; 4748.0; 6189.0; 1075.0; 4298.0
6048.0; 4753.0; 6186.0; 1078.0; 4297.0
6069.0; 4751.0; 6188.0; 1079.0; 4298.0
6077.0; 4755.0; 6182.0; 1078.0; 4232.0
6067.0; 4759.0; 6195.0; 1079.0; 4285.0
6080.0; 4755.0; 6194.0; 1078.0; 4299.0
6078.0; 4751.0; 6193.0; 1078.0; 4303.0
6066.0; 4758.0; 6180.0; 1076.0; 4298.0
6079.0; 4753.0; 6170.0; 1078.0; 4297.0
6055.0; 4751.0; 6197.0; 1076.0; 4296.0
6069.0; 4753.0; 6197.0; 1076.0; 4290.0
6069.0; 4751.0; 6155.0; 1076.0; 4295.0
6085.0; 4754.0; 6192.0; 1077.0; 4297.0
6084.0; 4755.0; 6195.0; 1076.0; 4303.0
6063.0; 4756.0; 6182.0; 1076.0; 4296.0
6068.0; 4756.0; 6203.0; 1077.0; 4295.0
6089.0; 4755.0; 6200.0; 1074.0; 4291.0
6082.0; 4757.0; 6189.0; 1077.0; 4294.0
6066.0; 4753.0; 6187.0; 1076.0; 4299.0
6083.0; 4746.0; 6198.0; 1078.0; 4303.0
6076.0; 4757.0; 6193.0; 1076.0; 4301.0
6090.0; 4756.0; 6200.0; 1077.0; 4301.0
6072.0; 4754.0; 6179.0; 1075.0; 4298.0
6041.0; 4757.0; 6195.0; 1077.0; 4299.0
6066.0; 4755.0; 6184.0; 1077.0; 4301.0
6074.0; 4751.0; 6194.0; 1076.0; 4298.0
6075.0; 4759.0; 6193.0; 1069.0; 4289.0
6082.0; 4757.0; 6195.0; 1074.0; 4300.0
