JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
51392.0; 53000.0; 48864.0; 50000.0; 51392.0; 48848.0
