JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
43824.0; 57632.0; 39160.0; 45272.0; 57632.0
