JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
37606.0; 37600.0; 32913.0; 33603.0; 29097.0; 23672.0
37509.0; 37729.0; 32975.0; 33637.0; 29169.0; 23813.0
37530.0; 37663.0; 33051.0; 33670.0; 29071.0; 23770.0
37630.0; 37657.0; 33516.0; 33639.0; 29087.0; 23741.0
37578.0; 37737.0; 33249.0; 33591.0; 29086.0; 23755.0
37636.0; 37712.0; 33061.0; 33552.0; 29092.0; 23741.0
37563.0; 37662.0; 32945.0; 33731.0; 29159.0; 23552.0
37723.0; 37674.0; 33231.0; 33726.0; 29079.0; 23792.0
37850.0; 37575.0; 33401.0; 33640.0; 29117.0; 23790.0
37332.0; 37649.0; 32940.0; 33733.0; 29106.0; 23746.0
37457.0; 37349.0; 32822.0; 33657.0; 29152.0; 23595.0
37511.0; 37461.0; 32601.0; 33571.0; 29527.0; 23850.0
37453.0; 37560.0; 33177.0; 33593.0; 29518.0; 23732.0
37356.0; 37663.0; 33370.0; 33544.0; 29442.0; 23769.0
37406.0; 37518.0; 32733.0; 33645.0; 29382.0; 23673.0
37348.0; 37402.0; 32664.0; 33557.0; 29423.0; 23697.0
37661.0; 37505.0; 32945.0; 33571.0; 29531.0; 23810.0
37508.0; 37666.0; 32784.0; 33542.0; 29399.0; 23826.0
37296.0; 37685.0; 32989.0; 33571.0; 29515.0; 23756.0
37421.0; 37517.0; 32773.0; 33591.0; 29456.0; 23782.0
37391.0; 37595.0; 33136.0; 33669.0; 29402.0; 23865.0
37384.0; 37401.0; 32834.0; 33605.0; 29409.0; 23728.0
37571.0; 37530.0; 32807.0; 33594.0; 29481.0; 23933.0
37386.0; 37557.0; 33071.0; 33553.0; 29390.0; 23783.0
37359.0; 37453.0; 32997.0; 33556.0; 29353.0; 23777.0
37477.0; 37537.0; 32573.0; 33513.0; 29541.0; 23763.0
37483.0; 37479.0; 33004.0; 33594.0; 29535.0; 23636.0
37341.0; 37426.0; 33176.0; 33589.0; 29424.0; 23740.0
37359.0; 37585.0; 33048.0; 33594.0; 29413.0; 23949.0
37622.0; 37420.0; 33001.0; 33566.0; 29401.0; 23834.0
