JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
12356.0; 281376.0; 12246.0; 12433.0; 244529.0
12352.0; 283651.0; 12213.0; 12397.0; 251570.0
12342.0; 281084.0; 12220.0; 12432.0; 258414.0
12353.0; 282615.0; 12228.0; 12445.0; 262388.0
12366.0; 279547.0; 12236.0; 12454.0; 260814.0
12359.0; 279155.0; 12211.0; 12448.0; 259805.0
12380.0; 276583.0; 12208.0; 12457.0; 259890.0
12369.0; 274955.0; 12234.0; 12457.0; 262731.0
12369.0; 281802.0; 12236.0; 12459.0; 261327.0
12381.0; 282315.0; 12236.0; 12443.0; 257991.0
12380.0; 279600.0; 12224.0; 12438.0; 259788.0
12380.0; 277143.0; 12214.0; 12451.0; 260652.0
12374.0; 276840.0; 12209.0; 12447.0; 260355.0
12388.0; 281640.0; 12208.0; 12486.0; 260679.0
12374.0; 279183.0; 12219.0; 12450.0; 258465.0
12383.0; 281104.0; 12216.0; 12460.0; 259851.0
12387.0; 277392.0; 12229.0; 12446.0; 259967.0
12383.0; 278113.0; 12210.0; 12483.0; 259464.0
12346.0; 275507.0; 12194.0; 12461.0; 262427.0
12376.0; 274111.0; 12169.0; 12421.0; 258544.0
12378.0; 276936.0; 12216.0; 12453.0; 259044.0
12338.0; 277380.0; 12200.0; 12460.0; 260459.0
12340.0; 275902.0; 12186.0; 12478.0; 258541.0
12348.0; 282139.0; 12199.0; 12447.0; 259506.0
12358.0; 285621.0; 12190.0; 12470.0; 261819.0
12351.0; 277063.0; 12180.0; 12481.0; 259721.0
12365.0; 279189.0; 12208.0; 12445.0; 259966.0
12363.0; 280776.0; 12214.0; 12424.0; 258658.0
12356.0; 275171.0; 12216.0; 12438.0; 260408.0
12330.0; 278398.0; 12214.0; 12478.0; 262939.0
