JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
407500.0; 459887.0; 466715.0; 302500.0; 297993.0; 310503.0
394363.0; 456974.0; 451909.0; 302095.0; 297259.0; 271658.0
418949.0; 477160.0; 480045.0; 300320.0; 298675.0; 277509.0
418428.0; 476354.0; 479009.0; 299651.0; 296729.0; 302619.0
419181.0; 476880.0; 479546.0; 298487.0; 296094.0; 305965.0
417497.0; 476412.0; 480751.0; 298026.0; 297489.0; 305931.0
417666.0; 475408.0; 479185.0; 300399.0; 298150.0; 300511.0
418218.0; 476907.0; 481143.0; 300594.0; 298250.0; 296096.0
418427.0; 476716.0; 479897.0; 300026.0; 296887.0; 305656.0
418774.0; 474752.0; 479782.0; 299828.0; 298559.0; 297955.0
419257.0; 475455.0; 479658.0; 296985.0; 297348.0; 303389.0
418856.0; 476438.0; 477927.0; 299747.0; 297003.0; 295617.0
419411.0; 475086.0; 480334.0; 299562.0; 298841.0; 305123.0
418230.0; 474156.0; 480133.0; 298863.0; 298382.0; 306005.0
418020.0; 474694.0; 478743.0; 298204.0; 298875.0; 298626.0
419776.0; 474267.0; 478942.0; 300438.0; 298388.0; 305481.0
418814.0; 474036.0; 478902.0; 299674.0; 295241.0; 300373.0
417573.0; 474909.0; 480294.0; 299621.0; 297608.0; 296734.0
417993.0; 474793.0; 479487.0; 298458.0; 295246.0; 300738.0
418830.0; 475849.0; 480455.0; 298988.0; 296886.0; 305688.0
418814.0; 475762.0; 480013.0; 299429.0; 298045.0; 297479.0
417161.0; 476708.0; 479935.0; 298233.0; 299254.0; 298239.0
416791.0; 476413.0; 480120.0; 297560.0; 297450.0; 298293.0
417208.0; 475559.0; 481387.0; 299568.0; 297453.0; 303352.0
418943.0; 476167.0; 474057.0; 298975.0; 295337.0; 302124.0
418058.0; 474892.0; 479813.0; 299090.0; 296509.0; 296044.0
418415.0; 475497.0; 477558.0; 298797.0; 295061.0; 295824.0
417270.0; 475528.0; 479974.0; 298180.0; 296685.0; 301159.0
418439.0; 476857.0; 478887.0; 297976.0; 297827.0; 304855.0
418075.0; 473816.0; 481406.0; 300061.0; 297684.0; 297973.0
