JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85307.0; 69633.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
55824.0; 69632.0; 51160.0; 85304.0; 69632.0
