JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349721.0; 351329.0; 347193.0; 3811781.0; 5652932.0; 4346143.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
349720.0; 351328.0; 347192.0; 3811776.0; 5652920.0; 4346128.0
