JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
92176.0; 93784.0; 89648.0; 92480.0; 92192.0; 89648.0
