JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
26018.0; 25903.0; 22102.0; 24811.0; 23479.0; 18441.0
26432.0; 26187.0; 22089.0; 24779.0; 23632.0; 18697.0
27054.0; 26901.0; 22073.0; 24815.0; 23598.0; 18591.0
27087.0; 27042.0; 22035.0; 24743.0; 23597.0; 18443.0
26985.0; 26960.0; 22077.0; 24752.0; 23635.0; 18437.0
26977.0; 26934.0; 22065.0; 24769.0; 23608.0; 18639.0
27006.0; 27021.0; 22071.0; 24761.0; 23655.0; 18692.0
27151.0; 26970.0; 22063.0; 24737.0; 23598.0; 18715.0
27041.0; 26983.0; 22003.0; 24788.0; 23586.0; 18562.0
27150.0; 26952.0; 22016.0; 24745.0; 23602.0; 18264.0
26932.0; 26970.0; 22075.0; 24782.0; 23643.0; 18696.0
27199.0; 27112.0; 22041.0; 24698.0; 23674.0; 18137.0
27142.0; 27199.0; 22093.0; 24696.0; 23594.0; 18613.0
27273.0; 27060.0; 22105.0; 24786.0; 23592.0; 18534.0
27142.0; 27047.0; 22082.0; 24758.0; 23646.0; 18285.0
27183.0; 26941.0; 22016.0; 24806.0; 23616.0; 18509.0
27323.0; 27092.0; 22020.0; 24714.0; 23614.0; 18445.0
27005.0; 27041.0; 22055.0; 24822.0; 23604.0; 18483.0
27145.0; 27003.0; 22139.0; 24685.0; 23646.0; 18525.0
27151.0; 27092.0; 22069.0; 24737.0; 23543.0; 18502.0
27075.0; 26995.0; 21951.0; 24710.0; 23616.0; 18399.0
26938.0; 27020.0; 22144.0; 24835.0; 23602.0; 18421.0
27174.0; 27043.0; 22019.0; 24721.0; 23617.0; 18593.0
27161.0; 27025.0; 21999.0; 24773.0; 23568.0; 18434.0
27141.0; 26928.0; 21982.0; 24784.0; 23612.0; 18367.0
27122.0; 27073.0; 21925.0; 24698.0; 23618.0; 18547.0
27023.0; 27115.0; 21895.0; 24755.0; 23635.0; 18570.0
27043.0; 27038.0; 22049.0; 24769.0; 23661.0; 18309.0
26923.0; 27137.0; 21952.0; 24725.0; 23626.0; 18539.0
27094.0; 27021.0; 21899.0; 24758.0; 23528.0; 18535.0
