JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
26469.0; 25458.0; 22574.0; 25044.0; 23907.0; 18148.0
26369.0; 25525.0; 22708.0; 25036.0; 23929.0; 18329.0
26259.0; 26193.0; 22549.0; 25051.0; 23965.0; 18334.0
26171.0; 25872.0; 22620.0; 24979.0; 23910.0; 18105.0
26341.0; 26074.0; 22708.0; 24999.0; 23879.0; 18176.0
26263.0; 26003.0; 22638.0; 24954.0; 23914.0; 18347.0
26209.0; 26085.0; 22507.0; 24999.0; 23870.0; 18074.0
26379.0; 25886.0; 22683.0; 25019.0; 23848.0; 18288.0
26276.0; 26084.0; 22580.0; 25081.0; 23908.0; 18267.0
26215.0; 26088.0; 22600.0; 24984.0; 23984.0; 18304.0
26239.0; 26005.0; 22302.0; 24971.0; 23875.0; 18276.0
26138.0; 26230.0; 22547.0; 24936.0; 23783.0; 18248.0
26047.0; 26194.0; 22549.0; 24926.0; 23920.0; 18045.0
26187.0; 26041.0; 22251.0; 24933.0; 23900.0; 18275.0
26028.0; 26197.0; 22536.0; 24949.0; 23984.0; 18211.0
26127.0; 25985.0; 22537.0; 24949.0; 23979.0; 18152.0
25798.0; 26203.0; 22621.0; 24948.0; 23867.0; 17977.0
26204.0; 26167.0; 22410.0; 24952.0; 23946.0; 18284.0
26191.0; 26086.0; 22449.0; 25017.0; 23953.0; 18240.0
26148.0; 26208.0; 22611.0; 25007.0; 24003.0; 18275.0
26193.0; 26085.0; 22689.0; 24994.0; 23854.0; 17998.0
26081.0; 26071.0; 22443.0; 25013.0; 23829.0; 18240.0
26094.0; 26153.0; 22422.0; 24980.0; 23805.0; 18234.0
26022.0; 26203.0; 22603.0; 24974.0; 23776.0; 17582.0
26252.0; 26265.0; 22514.0; 24974.0; 23826.0; 18304.0
26055.0; 26102.0; 22566.0; 25009.0; 23796.0; 18359.0
26098.0; 26153.0; 22320.0; 24974.0; 23848.0; 18353.0
26124.0; 26171.0; 22580.0; 24967.0; 23853.0; 18034.0
26200.0; 26134.0; 22616.0; 24977.0; 23828.0; 18361.0
26179.0; 26169.0; 22582.0; 24968.0; 23795.0; 18282.0
