JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
18682.0; 16971.0; 18675.0; 12129.0; 11335.0
18668.0; 16818.0; 18674.0; 12118.0; 11254.0
18697.0; 16782.0; 18675.0; 12106.0; 11258.0
18686.0; 16829.0; 18663.0; 12109.0; 11260.0
18655.0; 16837.0; 18691.0; 12117.0; 11274.0
18668.0; 16824.0; 18669.0; 12118.0; 11258.0
18685.0; 16831.0; 18686.0; 12119.0; 11253.0
18688.0; 16821.0; 18684.0; 12121.0; 11270.0
18691.0; 16836.0; 18674.0; 12129.0; 11274.0
18676.0; 16835.0; 18665.0; 12114.0; 11269.0
18685.0; 16842.0; 18665.0; 12101.0; 11275.0
18637.0; 16840.0; 18667.0; 12104.0; 11260.0
18662.0; 16843.0; 18684.0; 12088.0; 11267.0
18646.0; 16816.0; 18681.0; 12090.0; 11272.0
18644.0; 16827.0; 18677.0; 12076.0; 11270.0
18622.0; 16846.0; 18676.0; 12092.0; 11267.0
18650.0; 16845.0; 18677.0; 12079.0; 11272.0
18657.0; 16828.0; 18678.0; 12085.0; 11260.0
18663.0; 16851.0; 18659.0; 12094.0; 11265.0
18640.0; 16839.0; 18663.0; 12093.0; 11263.0
18644.0; 16836.0; 18669.0; 12083.0; 11257.0
18623.0; 16837.0; 18674.0; 12084.0; 11260.0
18637.0; 16849.0; 18655.0; 12097.0; 11259.0
18665.0; 16852.0; 18681.0; 12112.0; 11267.0
18647.0; 16842.0; 18663.0; 12097.0; 11274.0
18655.0; 16830.0; 18674.0; 12091.0; 11269.0
18649.0; 16841.0; 18656.0; 12084.0; 11245.0
18657.0; 16839.0; 18669.0; 12080.0; 11253.0
18663.0; 16851.0; 18658.0; 12086.0; 11247.0
18653.0; 16833.0; 18663.0; 12096.0; 11182.0
