JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
80144.0; 81744.0; 77608.0; 83408.0; 83120.0; 80568.0
