JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
231336.0; 257648.0; 197208.0; 259416.0; 347312.0
